Combination,Role_Score,Type_Score,Weakness_Score,Threat_Coverage_Score,Total_Stats_Score,Total_Score,Combination_Names
"151, 131, 6, 121, 89, 112",8.75,9.5,4.96,5.44,8.5,5.875275,"mew, lapras, charizard, starmie, muk, rhydon"
"151, 131, 6, 121, 89, 76",8.75,9.5,4.96,5.44,8.5,5.875275,"mew, lapras, charizard, starmie, muk, golem"
"151, 145, 121, 3, 89, 91",8.75,8.5,5.06,5.44,8.5,5.875097,"mew, zapdos, starmie, venusaur, muk, cloyster"
"150, 151, 121, 59, 89, 112",8.75,7.88,5.7,4.44,8.61,5.874517,"mewtwo, mew, starmie, arcanine, muk, rhydon"
"150, 151, 121, 59, 89, 76",8.75,7.88,5.7,4.44,8.61,5.874517,"mewtwo, mew, starmie, arcanine, muk, golem"
"150, 151, 146, 131, 9, 89",8.75,7.25,5.48,4.85,8.78,5.873555,"mewtwo, mew, moltres, lapras, blastoise, muk"
"150, 151, 146, 9, 89, 91",8.75,7.25,5.48,4.85,8.78,5.873555,"mewtwo, mew, moltres, blastoise, muk, cloyster"
"150, 151, 113, 73, 89, 76",8.75,7.88,5.71,4.53,8.3,5.873196,"mewtwo, mew, chansey, tentacruel, muk, golem"
"150, 144, 146, 103, 9, 89",8.75,8.72,4.62,6.03,8.78,5.872196,"mewtwo, articuno, moltres, exeggutor, blastoise, muk"
"150, 145, 146, 103, 9, 89",8.75,8.72,4.62,6.03,8.78,5.872196,"mewtwo, zapdos, moltres, exeggutor, blastoise, muk"
"150, 151, 131, 121, 3, 89",8.75,5.94,5.55,5.03,8.52,5.871926,"mewtwo, mew, lapras, starmie, venusaur, muk"
"150, 151, 144, 113, 103, 73",8.75,8.72,5.75,4.16,8.77,5.871233,"mewtwo, mew, articuno, chansey, exeggutor, tentacruel"
"150, 151, 145, 113, 103, 73",8.75,8.72,5.75,4.16,8.77,5.871233,"mewtwo, mew, zapdos, chansey, exeggutor, tentacruel"
"151, 144, 113, 103, 59, 89",8.75,9.75,5.5,4.44,8.65,5.871029,"mew, articuno, chansey, exeggutor, arcanine, muk"
"151, 145, 113, 103, 59, 89",8.75,9.75,5.5,4.44,8.65,5.871029,"mew, zapdos, chansey, exeggutor, arcanine, muk"
"150, 151, 9, 121, 89, 80",8.75,2.25,6.28,4.44,8.5,5.870903,"mewtwo, mew, blastoise, starmie, muk, slowbro"
"150, 151, 121, 3, 89, 91",8.75,5.94,5.55,5.03,8.5,5.870574,"mewtwo, mew, starmie, venusaur, muk, cloyster"
"151, 144, 59, 89, 68, 76",8.75,10,5.14,5.03,8.53,5.870357,"mew, articuno, arcanine, muk, machamp, golem"
"151, 145, 59, 89, 68, 76",8.75,10,5.14,5.03,8.53,5.870357,"mew, zapdos, arcanine, muk, machamp, golem"
"150, 151, 103, 121, 143, 149",8.75,7.06,5.89,4.16,8.89,5.869584,"mewtwo, mew, exeggutor, starmie, snorlax, dragonite"
"151, 113, 149, 89, 80, 68",8.75,9.75,5.82,4.03,8.25,5.869222,"mew, chansey, dragonite, muk, slowbro, machamp"
"150, 144, 103, 143, 149, 89",8.75,8.72,4.91,5.53,8.79,5.868781,"mewtwo, articuno, exeggutor, snorlax, dragonite, muk"
"150, 145, 103, 143, 149, 89",8.75,8.72,4.91,5.53,8.79,5.868781,"mewtwo, zapdos, exeggutor, snorlax, dragonite, muk"
"150, 146, 6, 9, 89, 76",8.75,8.17,4.36,6.62,8.56,5.868567,"mewtwo, moltres, charizard, blastoise, muk, golem"
"150, 151, 113, 149, 80, 34",8.75,8.72,5.7,4.23,8.75,5.868506,"mewtwo, mew, chansey, dragonite, slowbro, nidoking"
"150, 151, 6, 143, 149, 89",8.75,7.25,5.09,5.44,8.9,5.868193,"mewtwo, mew, charizard, snorlax, dragonite, muk"
"151, 146, 113, 121, 89, 112",8.75,10,5.28,4.85,8.33,5.86803,"mew, moltres, chansey, starmie, muk, rhydon"
"150, 151, 9, 121, 89, 112",8.75,6,5.9,4.44,8.5,5.867903,"mewtwo, mew, blastoise, starmie, muk, rhydon"
"150, 151, 9, 121, 89, 76",8.75,6,5.9,4.44,8.5,5.867903,"mewtwo, mew, blastoise, starmie, muk, golem"
"150, 151, 113, 62, 89, 80",8.75,6,6.19,4.03,8.27,5.867762,"mewtwo, mew, chansey, poliwrath, muk, slowbro"
"150, 151, 144, 145, 131, 89",8.75,7.06,4.79,5.94,9.02,5.867651,"mewtwo, mew, articuno, zapdos, lapras, muk"
"150, 144, 113, 143, 62, 89",8.75,9.12,5.84,4.03,8.45,5.867146,"mewtwo, articuno, chansey, snorlax, poliwrath, muk"
"150, 145, 113, 143, 62, 89",8.75,9.12,5.84,4.03,8.45,5.867146,"mewtwo, zapdos, chansey, snorlax, poliwrath, muk"
"151, 146, 131, 121, 89, 34",8.75,8,4.79,5.94,8.5,5.866515,"mew, moltres, lapras, starmie, muk, nidoking"
"151, 131, 6, 121, 89, 34",8.75,8,4.79,5.94,8.5,5.866515,"mew, lapras, charizard, starmie, muk, nidoking"
"150, 151, 131, 6, 3, 89",8.75,8.72,5.01,5.44,8.56,5.866444,"mewtwo, mew, lapras, charizard, venusaur, muk"
"151, 144, 113, 89, 80, 68",8.75,9.75,5.87,3.94,8.25,5.866077,"mew, articuno, chansey, muk, slowbro, machamp"
"151, 145, 113, 89, 80, 68",8.75,9.75,5.87,3.94,8.25,5.866077,"mew, zapdos, chansey, muk, slowbro, machamp"
"150, 144, 6, 113, 89, 112",8.75,9.83,4.58,6.03,8.4,5.865873,"mewtwo, articuno, charizard, chansey, muk, rhydon"
"150, 145, 6, 113, 89, 112",8.75,9.83,4.58,6.03,8.4,5.865873,"mewtwo, zapdos, charizard, chansey, muk, rhydon"
"150, 151, 131, 121, 59, 89",8.75,6,5.86,4.44,8.66,5.865312,"mewtwo, mew, lapras, starmie, arcanine, muk"
"151, 113, 121, 89, 80, 68",8.75,6,6.19,4.03,8.25,5.865283,"mew, chansey, starmie, muk, slowbro, machamp"
"150, 151, 6, 3, 89, 91",8.75,8.72,5.01,5.44,8.55,5.865092,"mewtwo, mew, charizard, venusaur, muk, cloyster"
"150, 151, 131, 113, 89, 80",8.75,6,6.16,4.03,8.38,5.864884,"mewtwo, mew, lapras, chansey, muk, slowbro"
"151, 144, 131, 121, 89, 76",8.75,8.5,5.04,5.44,8.5,5.864522,"mew, articuno, lapras, starmie, muk, golem"
"150, 144, 103, 9, 59, 89",8.75,9.75,5.43,4.53,8.66,5.864386,"mewtwo, articuno, exeggutor, blastoise, arcanine, muk"
"150, 145, 103, 9, 59, 89",8.75,9.75,5.43,4.53,8.66,5.864386,"mewtwo, zapdos, exeggutor, blastoise, arcanine, muk"
"150, 151, 121, 59, 89, 91",8.75,6,5.86,4.44,8.64,5.86396,"mewtwo, mew, starmie, arcanine, muk, cloyster"
"150, 145, 131, 113, 143, 89",8.75,9.12,5.81,4.03,8.55,5.863712,"mewtwo, zapdos, lapras, chansey, snorlax, muk"
"150, 151, 113, 89, 80, 76",8.75,7.88,6.01,4.03,8.2,5.863535,"mewtwo, mew, chansey, muk, slowbro, golem"
"150, 151, 113, 89, 80, 91",8.75,6,6.16,4.03,8.36,5.863532,"mewtwo, mew, chansey, muk, slowbro, cloyster"
"151, 6, 121, 59, 89, 112",8.75,8.72,4.71,5.94,8.52,5.863029,"mew, charizard, starmie, arcanine, muk, rhydon"
"151, 6, 121, 59, 89, 76",8.75,8.72,4.71,5.94,8.52,5.863029,"mew, charizard, starmie, arcanine, muk, golem"
"150, 151, 131, 103, 121, 149",8.75,6.5,5.59,4.73,8.88,5.862946,"mewtwo, mew, lapras, exeggutor, starmie, dragonite"
"150, 151, 131, 73, 121, 149",8.75,6.5,5.59,4.73,8.88,5.862946,"mewtwo, mew, lapras, tentacruel, starmie, dragonite"
"150, 151, 131, 113, 89, 34",8.75,7.25,5.72,4.53,8.42,5.862901,"mewtwo, mew, lapras, chansey, muk, nidoking"
"150, 145, 113, 143, 89, 91",8.75,9.12,5.81,4.03,8.54,5.86236,"mewtwo, zapdos, chansey, snorlax, muk, cloyster"
"150, 151, 145, 131, 149, 89",8.75,8.17,4.94,5.44,9.12,5.862338,"mewtwo, mew, zapdos, lapras, dragonite, muk"
"150, 151, 113, 73, 89, 80",8.75,4.75,6,4.53,8.3,5.861695,"mewtwo, mew, chansey, tentacruel, muk, slowbro"
"146, 121, 59, 149, 89, 76",8.75,9,4.25,6.62,8.61,5.861579,"moltres, starmie, arcanine, dragonite, muk, golem"
"150, 151, 113, 89, 34, 91",8.75,7.25,5.72,4.53,8.4,5.861549,"mewtwo, mew, chansey, muk, nidoking, cloyster"
"150, 151, 73, 143, 59, 149",8.75,9.12,5.64,4.16,8.99,5.861284,"mewtwo, mew, tentacruel, snorlax, arcanine, dragonite"
"150, 144, 134, 103, 143, 89",8.75,9.75,5.75,4.03,8.54,5.861168,"mewtwo, articuno, vaporeon, exeggutor, snorlax, muk"
"150, 145, 134, 103, 143, 89",8.75,9.75,5.75,4.03,8.54,5.861168,"mewtwo, zapdos, vaporeon, exeggutor, snorlax, muk"
"150, 151, 113, 73, 149, 80",8.75,7.06,5.84,4.23,8.8,5.860843,"mewtwo, mew, chansey, tentacruel, dragonite, slowbro"
"150, 151, 121, 143, 62, 149",8.75,7.06,5.87,4.16,8.89,5.860669,"mewtwo, mew, starmie, snorlax, poliwrath, dragonite"
"144, 9, 121, 149, 89, 76",8.75,9,4.58,6.12,8.5,5.860591,"articuno, blastoise, starmie, dragonite, muk, golem"
"145, 9, 121, 149, 89, 76",8.75,9,4.58,6.12,8.5,5.860591,"zapdos, blastoise, starmie, dragonite, muk, golem"
"150, 151, 9, 143, 89, 68",8.75,7.5,6.32,3.44,8.55,5.860558,"mewtwo, mew, blastoise, snorlax, muk, machamp"
"150, 151, 121, 3, 149, 80",8.75,6.5,5.59,4.73,8.85,5.860468,"mewtwo, mew, starmie, venusaur, dragonite, slowbro"
"150, 151, 121, 59, 89, 80",8.75,4.12,6.04,4.44,8.61,5.859453,"mewtwo, mew, starmie, arcanine, muk, slowbro"
"150, 146, 6, 103, 62, 89",8.75,8,4.36,6.62,8.55,5.859333,"mewtwo, moltres, charizard, exeggutor, poliwrath, muk"
"144, 113, 121, 143, 89, 68",8.75,9.12,5.84,4.03,8.37,5.859259,"articuno, chansey, starmie, snorlax, muk, machamp"
"145, 113, 121, 143, 89, 68",8.75,9.12,5.84,4.03,8.37,5.859259,"zapdos, chansey, starmie, snorlax, muk, machamp"
"150, 151, 121, 143, 3, 149",8.75,8.72,5.7,4.16,8.89,5.859084,"mewtwo, mew, starmie, snorlax, venusaur, dragonite"
"150, 151, 121, 143, 149, 31",8.75,8.72,5.7,4.16,8.89,5.859084,"mewtwo, mew, starmie, snorlax, dragonite, nidoqueen"
"150, 151, 121, 143, 149, 34",8.75,8.72,5.7,4.16,8.89,5.859084,"mewtwo, mew, starmie, snorlax, dragonite, nidoking"
"151, 6, 121, 143, 149, 89",8.75,8.72,4.99,5.44,8.57,5.858697,"mew, charizard, starmie, snorlax, dragonite, muk"
"150, 144, 131, 103, 59, 89",8.75,9.28,5.11,5.12,8.66,5.857427,"mewtwo, articuno, lapras, exeggutor, arcanine, muk"
"150, 151, 6, 59, 89, 112",8.75,7.25,4.81,5.94,8.68,5.857399,"mewtwo, mew, charizard, arcanine, muk, rhydon"
"150, 144, 146, 134, 143, 89",8.75,9.12,4.9,5.44,8.79,5.85732,"mewtwo, articuno, moltres, vaporeon, snorlax, muk"
"150, 145, 146, 134, 143, 89",8.75,9.12,4.9,5.44,8.79,5.85732,"mewtwo, zapdos, moltres, vaporeon, snorlax, muk"
"150, 151, 131, 121, 89, 91",8.75,3.72,5.74,5.03,8.53,5.857253,"mewtwo, mew, lapras, starmie, muk, cloyster"
"150, 144, 103, 59, 89, 91",8.75,9.28,5.11,5.12,8.65,5.856525,"mewtwo, articuno, exeggutor, arcanine, muk, cloyster"
"150, 144, 145, 113, 89, 80",8.75,8.72,5.17,5.12,8.62,5.855966,"mewtwo, articuno, zapdos, chansey, muk, slowbro"
"150, 151, 73, 121, 143, 89",8.75,4.75,6,4.44,8.51,5.855955,"mewtwo, mew, tentacruel, starmie, snorlax, muk"
"150, 151, 131, 113, 62, 89",8.75,7.25,6.01,4.03,8.43,5.855868,"mewtwo, mew, lapras, chansey, poliwrath, muk"
"150, 151, 121, 143, 149, 80",8.75,5.39,6.03,4.16,8.89,5.855723,"mewtwo, mew, starmie, snorlax, dragonite, slowbro"
"150, 151, 134, 143, 89, 68",8.75,7.5,6.32,3.44,8.5,5.855601,"mewtwo, mew, vaporeon, snorlax, muk, machamp"
"151, 144, 113, 89, 68, 76",8.75,10,5.47,4.53,8.25,5.855343,"mew, articuno, chansey, muk, machamp, golem"
"151, 145, 113, 89, 68, 76",8.75,10,5.47,4.53,8.25,5.855343,"mew, zapdos, chansey, muk, machamp, golem"
"150, 151, 113, 62, 89, 91",8.75,7.25,6.01,4.03,8.42,5.854516,"mewtwo, mew, chansey, poliwrath, muk, cloyster"
"150, 145, 134, 9, 89, 91",8.75,7.25,5.63,4.62,8.53,5.85451,"mewtwo, zapdos, vaporeon, blastoise, muk, cloyster"
"150, 151, 113, 62, 89, 76",8.75,9.12,5.85,4.03,8.27,5.85446,"mewtwo, mew, chansey, poliwrath, muk, golem"
"150, 144, 6, 73, 143, 89",8.75,8.72,4.68,5.94,8.57,5.853801,"mewtwo, articuno, charizard, tentacruel, snorlax, muk"
"150, 145, 6, 73, 143, 89",8.75,8.72,4.68,5.94,8.57,5.853801,"mewtwo, zapdos, charizard, tentacruel, snorlax, muk"
"150, 151, 146, 59, 89, 80",8.75,6,5.24,5.35,8.9,5.853526,"mewtwo, mew, moltres, arcanine, muk, slowbro"
"150, 146, 113, 103, 143, 89",8.75,7.88,5.57,4.62,8.54,5.853408,"mewtwo, moltres, chansey, exeggutor, snorlax, muk"
"150, 146, 9, 121, 89, 80",8.75,5.39,5.58,5.03,8.5,5.853324,"mewtwo, moltres, blastoise, starmie, muk, slowbro"
"150, 146, 121, 143, 3, 89",8.75,9.28,5.18,5.03,8.53,5.853,"mewtwo, moltres, starmie, snorlax, venusaur, muk"
"144, 134, 121, 143, 149, 89",8.75,8.17,4.99,5.53,8.51,5.851081,"articuno, vaporeon, starmie, snorlax, dragonite, muk"
"145, 134, 121, 143, 149, 89",8.75,8.17,4.99,5.53,8.51,5.851081,"zapdos, vaporeon, starmie, snorlax, dragonite, muk"
"146, 113, 121, 143, 149, 89",8.75,8.17,4.99,5.53,8.51,5.851081,"moltres, chansey, starmie, snorlax, dragonite, muk"
"150, 151, 131, 113, 89, 76",8.75,9.12,5.82,4.03,8.38,5.851041,"mewtwo, mew, lapras, chansey, muk, golem"
"150, 144, 6, 103, 9, 89",8.75,8.72,4.62,6.03,8.56,5.850114,"mewtwo, articuno, charizard, exeggutor, blastoise, muk"
"150, 145, 6, 103, 9, 89",8.75,8.72,4.62,6.03,8.56,5.850114,"mewtwo, zapdos, charizard, exeggutor, blastoise, muk"
"150, 144, 73, 143, 89, 34",8.75,8.72,5.24,5.03,8.47,5.849947,"mewtwo, articuno, tentacruel, snorlax, muk, nidoking"
"150, 145, 73, 143, 89, 34",8.75,8.72,5.24,5.03,8.47,5.849947,"mewtwo, zapdos, tentacruel, snorlax, muk, nidoking"
"150, 151, 113, 89, 91, 76",8.75,9.12,5.82,4.03,8.36,5.849689,"mewtwo, mew, chansey, muk, cloyster, golem"
"150, 151, 121, 143, 149, 112",8.75,8.72,5.68,4.16,8.89,5.849594,"mewtwo, mew, starmie, snorlax, dragonite, rhydon"
"150, 151, 121, 143, 149, 76",8.75,8.72,5.68,4.16,8.89,5.849594,"mewtwo, mew, starmie, snorlax, dragonite, golem"
"150, 151, 144, 131, 9, 89",8.75,6,5.55,4.85,8.78,5.848351,"mewtwo, mew, articuno, lapras, blastoise, muk"
"150, 151, 144, 9, 89, 91",8.75,6,5.55,4.85,8.78,5.848351,"mewtwo, mew, articuno, blastoise, muk, cloyster"
"150, 144, 103, 143, 89, 76",8.75,10,5.34,4.62,8.54,5.84778,"mewtwo, articuno, exeggutor, snorlax, muk, golem"
"150, 145, 103, 143, 89, 76",8.75,10,5.34,4.62,8.54,5.84778,"mewtwo, zapdos, exeggutor, snorlax, muk, golem"
"150, 151, 131, 113, 73, 89",8.75,6,5.81,4.53,8.46,5.847732,"mewtwo, mew, lapras, chansey, tentacruel, muk"
"144, 6, 113, 121, 89, 80",8.75,7.5,4.79,6.03,8.33,5.84762,"articuno, charizard, chansey, starmie, muk, slowbro"
"145, 6, 113, 121, 89, 80",8.75,7.5,4.79,6.03,8.33,5.84762,"zapdos, charizard, chansey, starmie, muk, slowbro"
"150, 151, 131, 121, 143, 149",8.75,7.06,5.84,4.16,8.89,5.84669,"mewtwo, mew, lapras, starmie, snorlax, dragonite"
"150, 151, 73, 121, 143, 149",8.75,7.06,5.84,4.16,8.89,5.84669,"mewtwo, mew, tentacruel, starmie, snorlax, dragonite"
"150, 151, 121, 143, 149, 91",8.75,7.06,5.84,4.16,8.89,5.84669,"mewtwo, mew, starmie, snorlax, dragonite, cloyster"
"150, 151, 113, 73, 89, 91",8.75,6,5.81,4.53,8.45,5.84638,"mewtwo, mew, chansey, tentacruel, muk, cloyster"
"150, 151, 113, 121, 149, 112",8.75,8.72,5.68,4.16,8.83,5.844186,"mewtwo, mew, chansey, starmie, dragonite, rhydon"
"150, 151, 113, 143, 59, 89",8.75,5,6.21,3.94,8.67,5.844008,"mewtwo, mew, chansey, snorlax, arcanine, muk"
"150, 146, 103, 9, 89, 68",8.75,9.75,5.36,4.62,8.53,5.843984,"mewtwo, moltres, exeggutor, blastoise, muk, machamp"
"150, 146, 131, 9, 121, 89",8.75,7.06,5.38,5.03,8.54,5.843904,"mewtwo, moltres, lapras, blastoise, starmie, muk"
"146, 121, 59, 149, 89, 91",8.75,7.5,4.36,6.62,8.64,5.843571,"moltres, starmie, arcanine, dragonite, muk, cloyster"
"150, 146, 103, 9, 121, 89",8.75,7.06,5.38,5.03,8.53,5.843003,"mewtwo, moltres, exeggutor, blastoise, starmie, muk"
"150, 144, 113, 149, 89, 112",8.75,9.83,4.79,5.53,8.62,5.842677,"mewtwo, articuno, chansey, dragonite, muk, rhydon"
"150, 145, 113, 149, 89, 112",8.75,9.83,4.79,5.53,8.62,5.842677,"mewtwo, zapdos, chansey, dragonite, muk, rhydon"
"150, 146, 9, 121, 89, 91",8.75,7.06,5.38,5.03,8.53,5.842552,"mewtwo, moltres, blastoise, starmie, muk, cloyster"
"150, 151, 131, 121, 89, 34",8.75,5.39,5.55,5.03,8.5,5.842346,"mewtwo, mew, lapras, starmie, muk, nidoking"
"150, 151, 121, 62, 149, 76",8.75,8,5.4,4.73,8.83,5.841622,"mewtwo, mew, starmie, poliwrath, dragonite, golem"
"144, 121, 143, 62, 149, 89",8.75,9,4.89,5.53,8.51,5.841602,"articuno, starmie, snorlax, poliwrath, dragonite, muk"
"145, 121, 143, 62, 149, 89",8.75,9,4.89,5.53,8.51,5.841602,"zapdos, starmie, snorlax, poliwrath, dragonite, muk"
"145, 9, 121, 149, 89, 91",8.75,7.5,4.68,6.12,8.53,5.841125,"zapdos, blastoise, starmie, dragonite, muk, cloyster"
"150, 151, 131, 103, 89, 68",8.75,7.88,5.9,4.03,8.53,5.841125,"mewtwo, mew, lapras, exeggutor, muk, machamp"
"150, 151, 131, 121, 3, 149",8.75,8,5.39,4.73,8.88,5.84101,"mewtwo, mew, lapras, starmie, venusaur, dragonite"
"150, 151, 131, 121, 149, 34",8.75,8,5.39,4.73,8.88,5.84101,"mewtwo, mew, lapras, starmie, dragonite, nidoking"
"150, 151, 131, 113, 149, 34",8.75,9.83,5.51,4.23,8.88,5.840676,"mewtwo, mew, lapras, chansey, dragonite, nidoking"
"150, 146, 9, 121, 143, 89",8.75,7.88,5.64,4.44,8.55,5.840069,"mewtwo, moltres, blastoise, starmie, snorlax, muk"
"150, 151, 121, 3, 149, 91",8.75,8,5.39,4.73,8.86,5.839658,"mewtwo, mew, starmie, venusaur, dragonite, cloyster"
"150, 151, 113, 149, 34, 91",8.75,9.83,5.51,4.23,8.86,5.839324,"mewtwo, mew, chansey, dragonite, nidoking, cloyster"
"150, 134, 121, 143, 149, 89",8.75,7.88,5.84,4.12,8.51,5.839219,"mewtwo, vaporeon, starmie, snorlax, dragonite, muk"
"150, 151, 6, 143, 130, 89",8.75,7.25,5.09,5.44,8.6,5.8389,"mewtwo, mew, charizard, snorlax, gyarados, muk"
"151, 146, 113, 103, 89, 68",8.75,9.75,5.43,4.53,8.4,5.838698,"mew, moltres, chansey, exeggutor, muk, machamp"
"151, 6, 113, 103, 89, 68",8.75,9.75,5.43,4.53,8.4,5.838698,"mew, charizard, chansey, exeggutor, muk, machamp"
"150, 144, 134, 59, 89, 80",8.75,7.88,5.58,4.53,8.61,5.83867,"mewtwo, articuno, vaporeon, arcanine, muk, slowbro"
"150, 145, 134, 59, 89, 80",8.75,7.88,5.58,4.53,8.61,5.83867,"mewtwo, zapdos, vaporeon, arcanine, muk, slowbro"
"150, 151, 131, 6, 89, 31",8.75,8.17,5.01,5.44,8.56,5.838666,"mewtwo, mew, lapras, charizard, muk, nidoqueen"
"150, 144, 134, 9, 89, 76",8.75,9.12,5.42,4.62,8.49,5.838452,"mewtwo, articuno, vaporeon, blastoise, muk, golem"
"150, 145, 134, 9, 89, 76",8.75,9.12,5.42,4.62,8.49,5.838452,"mewtwo, zapdos, vaporeon, blastoise, muk, golem"
"146, 73, 121, 143, 149, 89",8.75,8,4.68,6.03,8.51,5.837852,"moltres, tentacruel, starmie, snorlax, dragonite, muk"
"151, 6, 121, 59, 89, 80",8.75,5.39,4.99,5.94,8.52,5.836623,"mew, charizard, starmie, arcanine, muk, slowbro"
"151, 121, 62, 149, 89, 112",8.75,9.5,5.2,4.94,8.39,5.835792,"mew, starmie, poliwrath, dragonite, muk, rhydon"
"144, 121, 143, 149, 89, 34",8.75,9,4.58,6.03,8.51,5.835248,"articuno, starmie, snorlax, dragonite, muk, nidoking"
"145, 121, 143, 149, 89, 34",8.75,9,4.58,6.03,8.51,5.835248,"zapdos, starmie, snorlax, dragonite, muk, nidoking"
"150, 144, 6, 134, 143, 89",8.75,9.12,4.9,5.44,8.57,5.835237,"mewtwo, articuno, charizard, vaporeon, snorlax, muk"
"150, 144, 6, 9, 143, 89",8.75,9.12,4.9,5.44,8.57,5.835237,"mewtwo, articuno, charizard, blastoise, snorlax, muk"
"150, 145, 6, 134, 143, 89",8.75,9.12,4.9,5.44,8.57,5.835237,"mewtwo, zapdos, charizard, vaporeon, snorlax, muk"
"150, 145, 6, 9, 143, 89",8.75,9.12,4.9,5.44,8.57,5.835237,"mewtwo, zapdos, charizard, blastoise, snorlax, muk"
"151, 144, 121, 62, 89, 112",8.75,9.5,5.25,4.85,8.39,5.834199,"mew, articuno, starmie, poliwrath, muk, rhydon"
"151, 145, 121, 62, 89, 112",8.75,9.5,5.25,4.85,8.39,5.834199,"mew, zapdos, starmie, poliwrath, muk, rhydon"
"150, 144, 134, 143, 89, 80",8.75,7.88,5.89,4.03,8.5,5.833934,"mewtwo, articuno, vaporeon, snorlax, muk, slowbro"
"150, 145, 134, 143, 89, 80",8.75,7.88,5.89,4.03,8.5,5.833934,"mewtwo, zapdos, vaporeon, snorlax, muk, slowbro"
"150, 145, 131, 6, 73, 89",8.75,8,4.36,6.53,8.56,5.833763,"mewtwo, zapdos, lapras, charizard, tentacruel, muk"
"150, 144, 103, 73, 143, 89",8.75,9.28,5.44,4.53,8.54,5.832913,"mewtwo, articuno, exeggutor, tentacruel, snorlax, muk"
"150, 145, 103, 73, 143, 89",8.75,9.28,5.44,4.53,8.54,5.832913,"mewtwo, zapdos, exeggutor, tentacruel, snorlax, muk"
"150, 151, 144, 131, 89, 112",8.75,8.72,5.25,4.85,8.78,5.832618,"mewtwo, mew, articuno, lapras, muk, rhydon"
"150, 144, 103, 9, 149, 89",8.75,8.72,4.84,5.53,8.78,5.831647,"mewtwo, articuno, exeggutor, blastoise, dragonite, muk"
"150, 145, 103, 9, 149, 89",8.75,8.72,4.84,5.53,8.78,5.831647,"mewtwo, zapdos, exeggutor, blastoise, dragonite, muk"
"151, 113, 134, 103, 149, 89",8.75,9.75,5.7,4.03,8.48,5.831444,"mew, chansey, vaporeon, exeggutor, dragonite, muk"
"150, 144, 134, 143, 59, 89",8.75,10,5.69,3.94,8.67,5.831432,"mewtwo, articuno, vaporeon, snorlax, arcanine, muk"
"150, 144, 9, 143, 59, 89",8.75,10,5.69,3.94,8.67,5.831432,"mewtwo, articuno, blastoise, snorlax, arcanine, muk"
"150, 145, 134, 143, 59, 89",8.75,10,5.69,3.94,8.67,5.831432,"mewtwo, zapdos, vaporeon, snorlax, arcanine, muk"
"150, 145, 9, 143, 59, 89",8.75,10,5.69,3.94,8.67,5.831432,"mewtwo, zapdos, blastoise, snorlax, arcanine, muk"
"151, 131, 121, 149, 89, 112",8.75,9.5,5.17,4.94,8.5,5.831397,"mew, lapras, starmie, dragonite, muk, rhydon"
"150, 151, 59, 89, 80, 68",8.75,6.93,6.02,3.94,8.53,5.83134,"mewtwo, mew, arcanine, muk, slowbro, machamp"
"150, 151, 131, 121, 149, 76",8.75,8,5.37,4.73,8.88,5.831209,"mewtwo, mew, lapras, starmie, dragonite, golem"
"150, 151, 121, 62, 89, 112",8.75,7.06,5.74,4.44,8.39,5.830546,"mewtwo, mew, starmie, poliwrath, muk, rhydon"
"150, 144, 113, 103, 89, 112",8.75,10,5.34,4.62,8.37,5.83043,"mewtwo, articuno, chansey, exeggutor, muk, rhydon"
"150, 145, 113, 103, 89, 112",8.75,10,5.34,4.62,8.37,5.83043,"mewtwo, zapdos, chansey, exeggutor, muk, rhydon"
"151, 145, 131, 121, 89, 112",8.75,9.5,5.22,4.85,8.5,5.829877,"mew, zapdos, lapras, starmie, muk, rhydon"
"150, 151, 131, 113, 73, 149",8.75,8.17,5.65,4.23,8.88,5.829748,"mewtwo, mew, lapras, chansey, tentacruel, dragonite"
"151, 9, 121, 143, 59, 89",8.75,6.93,6.02,3.94,8.55,5.82962,"mew, blastoise, starmie, snorlax, arcanine, muk"
"150, 151, 73, 143, 89, 68",8.75,6.93,6.03,3.94,8.47,5.829559,"mewtwo, mew, tentacruel, snorlax, muk, machamp"
"150, 151, 113, 149, 80, 68",8.75,7.88,6.01,3.73,8.74,5.829251,"mewtwo, mew, chansey, dragonite, slowbro, machamp"
"150, 151, 121, 3, 149, 76",8.75,9.5,5.22,4.73,8.85,5.8292,"mewtwo, mew, starmie, venusaur, dragonite, golem"
"150, 144, 6, 9, 89, 112",8.75,9.83,4.47,6.03,8.56,5.829006,"mewtwo, articuno, charizard, blastoise, muk, rhydon"
"150, 145, 6, 9, 89, 112",8.75,9.83,4.47,6.03,8.56,5.829006,"mewtwo, zapdos, charizard, blastoise, muk, rhydon"
"151, 144, 113, 134, 103, 89",8.75,9.75,5.75,3.94,8.48,5.828614,"mew, articuno, chansey, vaporeon, exeggutor, muk"
"151, 145, 113, 134, 103, 89",8.75,9.75,5.75,3.94,8.48,5.828614,"mew, zapdos, chansey, vaporeon, exeggutor, muk"
"150, 146, 73, 59, 89, 76",8.75,8.72,4.47,6.21,8.58,5.82842,"mewtwo, moltres, tentacruel, arcanine, muk, golem"
"150, 151, 113, 73, 149, 91",8.75,8.17,5.65,4.23,8.86,5.828396,"mewtwo, mew, chansey, tentacruel, dragonite, cloyster"
"151, 144, 131, 121, 89, 91",8.75,5.5,5.26,5.44,8.53,5.827747,"mew, articuno, lapras, starmie, muk, cloyster"
